rDeath_M,rBirth_M,pop_m0,r_bitingrate,symptChik,pChikHtM,pChikMtH,humanRecChik,HRChik,pDenHtM,pDenMtH,humanRecDen,symptDenPrim,symptDenSecond,HRDen,limRepeatInfDen,iniInfHAsympChik,inInfHSymptChik,iniInfMChik,iniInfHAsympDen,inInfHSymptDen,iniInfMDen,GOF Error
0.084014,0.0016674,1.46E+08,0.82004,0.011482,0.54093,0.89999,0.69992,2.1764,0.43904,0.31908,0.44006,0.99979,0.99983,4.5739,0.037783,442.56,425.97,20000,4999.9,2743.5,7227.2,30278
0.024336,8.99E-08,3.89E+07,2.4578,0.0095275,0.1,0.64205,0.62532,2.0457,0.42174,0.1694,0.5323,0.0011827,0.011921,5.3038,0.035903,633.18,2626.9,6284.5,247.6,2108.7,8259.7,30289
0.034782,0.014702,2.82E+07,1.7045,0.0096013,0.15739,0.71917,0.3,1.5012,0.17363,0.71076,0.3,1.46E-08,0.011741,3.4415,0.11301,207.43,1928.5,2578.5,1276.2,384.44,15307,30303
0.031759,8.76E-06,2.41E+07,2.8538,0.010129,0.11077,0.40162,0.30027,1.5014,0.10831,0.2656,0.69993,0.021427,0.021499,6.7128,1.17E-05,747.34,947.49,6910,3205,4113.5,19371,30339
0.072827,1.74E-07,7.02E+07,1.8349,0.010095,0.61659,0.10001,0.38867,1.652,0.18606,0.10025,0.62036,6.97E-06,0.99999,6.0716,0.62681,2176.5,4002.2,8217.4,1234.5,34.175,13761,30344
0.072827,1.74E-07,7.02E+07,1.8349,0.010095,0.61659,0.10001,0.38867,1.652,0.18606,0.10025,0.62036,6.97E-06,0.99999,6.0716,0.62681,2176.5,4002.2,8217.4,1234.5,34.175,13761,30344
0.026119,4.64E-09,5.39E+07,1.8126,0.0095752,0.1,0.9,0.48754,1.8151,0.87657,0.1,0.42661,0.0015345,0.46824,4.4544,0.0011376,4431.5,2929,18783,1610.6,748.23,11264,30354
0.061767,0.036208,1.34E+07,1.943,0.010018,0.2689,0.36372,0.37897,1.6324,0.25896,0.33653,0.69999,0.019404,0.019656,6.6967,0.0052925,3347.7,3961.3,5409.5,1614.4,2885.1,5893.7,30469
0.030867,0.0041286,4.26E+07,1.988,0.0097456,0.1,0.71112,0.3,1.5016,0.28324,0.17137,0.3,0.0020094,0.014047,3.4351,0.067342,1182.3,1429.9,16970,4024.4,1015.6,15786,30575
0.71711,0.65142,8.03E+07,2.7197,0.016945,0.25814,0.47083,0.69988,2.1743,0.16828,0.52446,0.37078,0.44983,0.46329,4.0203,0.047114,4563.9,6.58E-05,15164,3083.3,4989.9,5828.4,30580
0.57943,0.49912,1.37E+08,1.2768,0.012653,0.668,0.40744,0.30001,1.5051,0.73028,0.44497,0.43668,0.65439,0.99997,4.5499,0.14777,4999.4,2470.4,17695,3941.1,2424.9,2167.6,30583
0.22851,0.158,1.88E+08,1.7931,0.011885,0.13416,0.75411,0.30001,1.4984,0.12238,0.64481,0.69993,0.064239,0.99995,6.7043,0.43849,1368.8,1488,10349,3807,2859.5,17341,30759
0.052946,0.024021,5.83E+07,1.8992,0.009822,0.1,0.9,0.5403,1.9034,0.1,0.2908,0.3,2.86E-07,0.002885,3.4438,0.97128,990.06,4989.1,19168,4825.5,4098.1,18645,30785
0.10449,0.021304,1.52E+08,1.4827,0.010183,0.89825,0.15169,0.7,2.1755,0.37959,0.1848,0.66517,0.57676,0.57676,6.3713,0.14992,11.705,4609.3,14700,4065.9,4999.6,6127.3,30892
0.06369,2.22E-10,3.39E+07,2.956,0.012543,0.17586,0.13795,0.3,1.4833,0.12544,0.1,0.7,0.14013,0.16843,6.6181,0.37825,4917.6,4865.1,8225.2,4625.3,3445.7,13496,30958
0.081337,1.89E-07,1.12E+08,2.1697,0.011067,0.26018,0.27551,0.58904,1.9906,0.10004,0.10495,0.44377,0.99999,0.99999,4.598,0.67947,3571.4,4234.3,1921.7,65.225,1629.6,8867.9,30977
0.091157,0.0027036,1.46E+08,1.8545,0.011993,0.24653,0.25007,0.30942,1.5203,0.39899,0.1,0.65542,0.99944,0.99946,6.3059,0.096965,1876.1,4981.8,8496.4,4531.5,648.93,3917.2,31007
0.19295,0.11669,8.93E+07,2.1256,0.011877,0.28463,0.22503,0.30001,1.47,0.161,0.2661,0.58957,0.96403,0.96423,5.7822,0.36573,1333,4999.8,2413.2,4631.7,4087.6,739.92,31042
0.067614,2.51E-05,4.53E+07,1.1556,0.011651,0.35097,0.66409,0.30016,1.5241,0.30562,0.12696,0.7,2.41E-06,0.79109,6.6237,0.99285,3478.7,3014.7,7512,1755.9,5000,8432.7,31069
0.16876,0.13087,2.32E+07,3.2001,0.011109,0.14136,0.24412,0.30044,1.4982,0.38115,0.11323,0.7,0.024224,0.059036,6.7257,0.024441,2859,1979,6967.4,2429.1,3958.1,9007.2,31112
0.14117,0.064276,1.68E+08,2.3043,0.010483,0.59992,0.1,0.7,2.1263,0.20472,0.10036,0.49058,0.01207,0.89408,5.0257,0.44496,1855,4580,14879,4579.9,448.47,15400,31121
0.48353,0.40312,1.83E+08,4.0275,0.012891,0.10223,0.28014,0.3128,1.526,0.22959,0.1,0.30024,0.51719,0.53324,3.4497,0.0059194,3310.6,4440.4,570.24,2987.5,2147.7,12035,31157
0.089521,1.22E-05,1.58E+08,2.3505,0.014013,0.12111,0.31046,0.30227,1.5068,0.19852,0.14331,0.69997,0.99569,0.99992,6.6211,0.084602,509.23,4999.6,14344,4999.9,4999.8,1696.1,31192
0.024107,9.30E-10,2.68E+07,3.7591,0.0095199,0.1,0.13719,0.3,1.5019,0.18633,0.1,0.3,0.00068972,0.88362,3.4305,0.00097865,4979.9,2118.9,18439,2900.6,5000,9884,31243
0.024107,9.30E-10,2.68E+07,3.7591,0.0095199,0.1,0.13719,0.3,1.5019,0.18633,0.1,0.3,0.00068972,0.88362,3.4305,0.00097865,4979.9,2118.9,18439,2900.6,5000,9884,31243
0.46899,0.39653,1.00E+08,1.5652,0.013123,0.50227,0.4237,0.45094,1.7584,0.14887,0.40427,0.30001,0.99304,0.99307,3.4638,0.972,303.31,4180.9,8008.7,4416.6,0.94601,8820.2,31337
0.088879,0.0036882,1.88E+08,1.9145,0.0098962,0.75434,0.10245,0.7,2.1758,0.40524,0.10354,0.69894,0.35725,0.9924,6.6874,0.069128,4214.6,4615.3,13019,1277.2,3639.2,9643.3,31340
0.072715,8.51E-06,1.87E+07,2.7709,0.030982,0.11249,0.2503,0.3,1.4756,0.1004,0.1115,0.65826,0.71241,0.92073,6.3707,0.40537,4975.5,1.7542,4132.4,1649.1,2375.2,9658.2,31418
0.15083,0.11656,4.22E+07,1.9901,0.010877,0.10408,0.9,0.30001,1.5008,0.10172,0.55169,0.30001,0.023219,0.050675,3.4647,0.068044,3000.4,2529.4,15950,4494.5,4418,591.75,31437
0.15672,0.095434,5.46E+06,1.2347,0.025546,0.72187,0.2139,0.31274,1.503,0.63132,0.12791,0.3,0.38163,0.3822,3.5076,0.077972,4075.8,4548.2,12939,0.24671,2291.1,13806,31482
0.095571,0.017009,1.46E+08,0.82144,0.010664,0.72982,0.64675,0.62536,2.0506,0.17626,0.395,0.30324,0.81729,0.84499,3.4658,0.49865,3194.2,552.54,11210,5.09E-10,1912.2,18601,31574
0.20534,0.17156,4.22E+07,2.1769,0.011091,0.1,0.9,0.30663,1.5127,0.10031,0.64015,0.44542,2.65E-07,0.033846,4.6396,0.34392,517.87,1507.3,12070,1524,4404.2,1349.2,31637
0.20396,0.12112,1.70E+08,0.92004,0.012247,0.48245,0.72029,0.37532,1.6251,0.5021,0.46649,0.38831,0.97091,0.99983,4.16,0.03297,2301.2,11.828,20000,4849.6,4915.3,647.15,31761
0.53615,0.47014,6.00E+06,4.3295,0.062126,0.11943,0.32813,0.66728,2.0038,0.11925,0.1,0.3712,0.71776,0.7178,4.1346,0.99425,3962.9,1076.5,4912.2,173.12,3846.1,1384.6,31829
0.057524,0.016427,1.38E+07,1.4926,0.011029,0.39287,0.33468,0.30001,1.4955,0.4293,0.13887,0.41083,1.70E-06,0.046892,4.3409,0.32661,55.779,4964.4,12593,1823.9,3978.8,4566.3,31962
0.079808,6.08E-08,1.93E+08,1.4567,0.0099276,0.55649,0.26365,0.7,2.1765,0.39108,0.12496,0.7,0.23977,0.31646,6.6558,0.30698,1293,2720,11865,3481.7,1163,18152,31997
0.036358,0.0033137,1.39E+07,0.80524,0.010105,0.73846,0.76717,0.3,1.4899,0.83891,0.44489,0.69999,0.017935,0.059728,6.6637,0.016378,225.22,3090.3,1004.7,1842.8,4461,8820.7,32062
0.35889,0.28476,1.56E+08,4.2471,0.013321,0.16504,0.18543,0.69999,2.1769,0.17796,0.1718,0.64155,0.40788,0.40789,6.2021,0.052076,1573.7,995.4,20000,4999.9,4536.1,4996.5,32079
0.40101,0.32682,1.89E+08,2.5026,0.011837,0.18495,0.32325,0.30001,1.5046,0.31081,0.11042,0.51546,0.16266,0.16269,5.2271,0.99996,1063.4,4052.5,16344,2118.8,3232.9,16202,32104
0.085212,0.00050134,1.66E+08,2.3124,0.011121,0.20861,0.17454,0.30002,1.4895,0.21172,0.12001,0.61353,0.59978,0.59984,5.9198,0.044071,2891.4,2764.9,12053,762.23,2488,10931,32134
0.025117,4.29E-06,4.08E+07,1.0858,0.0095476,0.21294,0.89998,0.30002,1.5014,0.21047,0.89998,0.3437,0.0030728,0.045093,3.7912,0.040202,3338.8,3766.1,15514,3166,173.03,14217,32173
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
